id,slug,brand_name,description,repo_urls,github_owner_repo
4faaa5d9-e197-4db9-8122-8562d50b07f2,4tu-numerical-models-and-datasets-concerning-the-publication-electrocatalytic-reaction-driven-flow,"Numerical models and datasets concerning the publication:""Electrocatalytic reaction-driven flow""","These are the relevant numerical models mph fiels used for simulating the velocity flow in the publication  ""Electrocatalytic reaction-driven flow"" Two major forms of studies were performed, namely effects of varying Daa and varying Dac These can  be found in the folder named Daa_Dac_parametric study.  In the second folder are enclosed the models used for validating experimental velocities at different hydrogen peroxide concentrations.",,
4faab8b6-2892-4258-8b3c-b97ced315c86,qmcblip,QMCBlip,"* user friendly * interface to ML Force FLARE, FLARE++, sGDML * interface to QMC packages such as CHAMP and QMCTorch    Driving molecular dynamic simulation with quantum monte carlo calculations of the atomic forces is computationally expensive. QMCBlip allows to train machine learning force fields on the fly to reduce the computational requirements of such calculations. QMCBlip was developed during the internship of Emiel Slootman in collaboration with Claudia Filippi from University of Twente.",https://github.com/NLESC-JCER/QMCblip,NLESC-JCER/QMCblip
4fdacca8-d77a-4856-969d-fe529a9c7652,argopy,argopy,,https://github.com/euroargodev/argopy,euroargodev/argopy
50143cb8-88d2-4097-981f-c9c30d822637,4tu-supplementary-code-to-the-paper-flexible-enterprise-optimization-with-constraint-programming,Supplementary code to the paper: Flexible Enterprise Optimization With Constraint Programming,"This repository contains experimental data for the experiments performed in ""Flexible Enterprise Optimization With Constraint Programming"". The experiments are based on how enterprise models can be ""solved"" through CP. Due to page limit reasons, not all experiments were discussed in the paper. The experiments in this repository can be divided into three categories. 1. Petri-nets. Here, petri net models based on enterprise models are solved through MiniZinc.2. Netlogo simulation + Neural network. Here, neural networks are trained on NetLogo simulation models. Then, these neural networks are embedded into MiniZinc, and used to find solutions to it in a multi objective sense.3. Other experiments. Here, a simple supply chain of a pizza restaurant, as well as a hospital case (FHCC) that was based on a DEMO model, are formulated as a CP model. These experiments are not dicussed in the thesis.",,
506939b9-7eb3-40e3-a5ad-8511be18efdb,icdgems,ICD_GEMs.jl,"## Overview   ### ICD  The ICD provides a common language for the classification of diseases, injuries and causes of death, and for the standardised reporting and monitoring of health conditions. It is designed to map health conditions to corresponding generic categories together with specific variations, assigning to these a designated code, up to six characters long. These data form the basis of comparison and sharing between health providers, regions and countries, and over periods.  In addition to this essential core function, the ICD can also inform a wide range of related activities. It is used for health insurance reimbursement; in national health programme management; by data collection specialists and researchers; for tracking progress in global health; and to determine the allocation of health resources. Patient quality and safety documentation is also heavily informed by the ICD.  The ICD system is designed to promote international comparability in the collection, processing, classification, and presentation of health statistics, and health information in general. Currently, 117 countries report causes of death to WHO. Seventy per cent of the world’s health resources are allocated based on ICD data. Current uses include cancer registration, pharmacovigilance, and more than 20,000 scientific articles cite ICD-10.  For further details about the ICD, please consider to read the [References](#References).  ### GEMs  The General Equivalence Mappings (GEMs) are the product of a coordinated effort spanning several years and involving the National Center for Health Statistics (NCHS), the Centers for Medicare and Medicaid Services (CMS), the American Health Information Management Association (AHIMA), the American Hospital Association, and 3M Health Information Systems providing a temporary mechanism to link ICD-9 codes to ICD-10 and vice versa.   According to the CMS:   > The purpose of the GEMs is to create a useful, practical, code to code translation reference dictionary for both code sets, and to offer acceptable translation alternatives wherever possible. For each code set, it endeavors to answer this question: Taking the complete meaning of a code (defined as: all correctly coded conditions or procedures that would be classified to a code based on the code title, all associated tabular instructional notes, and all index references that refer to a code) as a single unit, what are the most appropriate translation(s) to the other code set?  For further details on how the GEMs work, please consider to read the [References](#References).  ## Installation  Press `]` in the Julia REPL and then  ```julia pkg> add ICD_GEMs ```  ## Tutorial   Let us showcase the features of the package.  First, we import the necessary packages:  ```julia using ICD_GEMs ```  The GEMs converting ICD-10 codes into ICD-9 and viceversa have already been downloaded from [here](https://ftp.cdc.gov/pub/Health_Statistics/NCHS/Publications/ICD10CM/2018/Dxgem_2018.zip) and exported both as `DataFrame` s from [DataFrames.jl](https://github.com/JuliaData/DataFrames.jl) and `OrderedDict`s from [DataStructures.jl](https://github.com/JuliaCollections/DataStructures.jl):  - `GEM_I10_I9_dataframe`:  GEM from ICD-10 to ICD-9 represented as a dataframe; - `GEM_I10_I9_dictionary`:  GEM from ICD-10 to ICD-9 represented as a dictionary; - `GEM_I9_I10_dataframe`:  GEM from ICD-9 to ICD-10 represented as a dataframe; - `GEM_I9_I10_dictionary`:  GEM from ICD-10 to ICD-9 represented as a dictionary.  These are all `GEM` structs consisting of two fields:  - `data`: The actual GEM, which may either be a dataframe or a dictionary; - `direction`: A string, either `""I10_I9""` or `""I9_I10""`.  The package can be used with custom GEMs (or ""applied mappings"") as long as they are wrapped inside a `GEM` struct where the `data` field is either a dataframe or a dictionary with the exact same format as the exported ones above. If some new GEMs are released by the [CDC](https://www.cdc.gov/nchs/icd/Comprehensive-Listing-of-ICD-10-CM-Files.htm), the functions that load CDC-formatted .txt files are exported:  ```julia path      = ""path/to/txt"" direction = ""I10_I9"" # If the GEM translates from ICD-10 to ICD-9, otherwise ""I9_I10"" gem       = get_GEM_dataframe_from_cdc_gem_txt(path, direction) # Or get_GEM_dictionary_from_cdc_gem_txt(path, direction) ```  Finally, let us show how to translate ICD-10 codes into ICD-9 for, as an example, neoplasms:  ```julia ICD_10_neoplasms = ""C00-D48"" # This is equivalent as explicitly specifiying all codes from C00.XX to D48.XX ICD_9_neoplasm   = execute_applied_mapping(GEM_I10_I9_dictionary, [""C00-D48""])   ```  ```nothing 932-element Vector{String}:  ""1400""  ""1401""  ""1409""  ""1403""  ""1404""  ""1405""  ""1406""  ""1408""  ""1410""  ⋮  ""23877""  ""2380""  ""2381""  ""2354""  ""2382""  ""2383""  ""2388""  ""2389"" ```  And back:  ```julia ICD_10_neoplasm_back   = execute_applied_mapping(GEM_I9_I10_dictionary, ICD_9_neoplasm) ```  ```nothing 1186-element Vector{String}:  ""C000""  ""C001""  ""C002""  ""C003""  ""C004""  ""C005""  ""C006""  ""C008""  ""C01""  ⋮  ""D480""  ""D481""  ""D483""  ""D484""  ""D485""  ""D4860""  ""D487""  ""D489"" ```  Are these the same as all the codes we started from, namely all ICD-10 codes from the first starting with `C00` to the last that starts with `D48` ? These would be:  ```julia get_ICD_code_range(""C00-D48"", ""ICD-10"") # Specify a code range and the revision it belongs to ```  ```nothing 1622-element Vector{String}:  ""C000""  ""C001""  ""C002""  ""C003""  ""C004""  ""C005""  ""C006""  ""C008""  ""C009""  ⋮  ""D483""  ""D484""  ""D485""  ""D4860""  ""D4861""  ""D4862""  ""D487""  ""D489"" ```  No, they are more! Why? Because the mapping between the two revisions is not injective nor surjective (see the [official documentation](https://github.com/JuliaHealth/ICD_GEMs.jl/tree/main/official_gem_documentation)).   More complex translations, involving both single codes and ranges with arbitrary precision on both ends, can be performed:  ```julia execute_applied_mapping(GEM_I10_I9_dictionary, [""I60-I661"", ""I670"", ""I672-I679""]) ```  **Note**: All codes must be specified and are returned by the translation utilities without punctuation (no dot before the decimal digits).  ## How to Contribute  If you wish to change or add some functionality, please file an [issue](https://github.com/JuliaHealth/ICD_GEMs.jl/issues).   ## How to Cite   If you use this package in your work, please cite this repository using the metadata in [`CITATION.bib`](https://github.com/JuliaHealth/ICD_GEMs.jl/blob/main/CITATION.bib).  ## Announcements   - [Twitter](https://twitter.com/In_Phy_T/status/1529444377281671168?s=20&t=O7f9qRLdsyY8WM3TEdCWLg) - [Discourse](https://discourse.julialang.org/t/ann-icd-gems-jl-a-package-to-translate-between-icd-9-and-icd-10-codes/81679?u=pietromonticone) - [Forem](https://forem.julialang.org/inphyt/ann-icdgemsjl-a-package-to-translate-between-icd-9-and-icd-10-codes-17am)  ## References   - Butler (2007), [ICD-10 General Equivalence Mappings: Bridging the Translation Gap from ICD-9](https://library.ahima.org/doc?oid=74265#.Ynre9i8RoiM), *Journal of AHIMA* - CMS (2018), [2018 ICD-10 CM and GEMs](https://www.cms.gov/Medicare/Coding/ICD10/2018-ICD-10-CM-and-GEMs) - NCHS-CDC (2018), [Diagnosis Code Set General Equivalence Mappings: ICD-10-CM to ICD-9-CM and ICD-9-CM to ICD-10-CM](https://ftp.cdc.gov/pub/health_statistics/nchs/publications/ICD10CM/2018/Dxgem_guide_2018.pdf)  - NCHS-CDC (2022), [Comprehensive Listing ICD-10-CM Files](https://www.cdc.gov/nchs/icd/Comprehensive-Listing-of-ICD-10-CM-Files.htm) (download General Equivalence Mappings [here](https://ftp.cdc.gov/pub/Health_Statistics/NCHS/Publications/ICD10CM/2018/Dxgem_2018.zip)) - WHO (2022), [ICD-11 Implementation or Transition Guide](https://icd.who.int/docs/ICD-11%20Implementation%20or%20Transition%20Guide_v105.pdf)",https://github.com/JuliaHealth/ICD_GEMs.jl,JuliaHealth/ICD_GEMs.jl
50d03fd3-3c53-481e-8590-57e72590c1e3,orangehackathon,Orange Hackathon,* adds modules for text processing (emails) to the Orange3 visual data mining tool * adds modules for data visualization to the Orange3 visual data mining tool * new modules can be used in combination with existing Orange3 modules  Orange3  is  a free data mining toolkit offering a large collection of  modules and a user-friendly graphical interface for building arbitrary processing   pipelines. We extended Orange3 with custom-built modules for analyzing therapeutic email conversations in the project What Works When for Whom.,https://github.com/e-mental-health/orange-hackathon,e-mental-health/orange-hackathon
50e26b52-6130-4c45-bc27-fcb362169d0a,4tu-aeolis-v2-1-0,AeoLiS v2.1.0,"AeoLiS is a process-based model for simulating aeolian sediment transport in situations where supply-limiting factors are important, like in coastal environments. Supply-limitations currently supported are soil moisture contents, sediment sorting and armouring, bed slope effects, air humidity and roughness elements.     The maintenance and development is done by the AEOLIS developer team: Current members are: Bart van Westen at Deltares, Nick Cohn at U.S. Army Engineer Research and Development Center (ERDC), Sierd de Vries (founder) at Delft University of Technology, Christa van IJzendoorn at Delft University of Technology, Caroline Hallin at Delft University of Technology, Glenn Strypsteen at Katholieke Universiteit Leuven and Janelle Skaden at U.S. Army Engineer Research and Development Center (ERDC).  Previous members are: Bas Hoonhout (founder), Tom Pak, Pieter Rauwoens and Lisa Meijer     During a paper revision, a change was made to the transport.py file. This change is not included in the original AeoLiS v2.1.0 version (.tar.gz-file). Therefore, we have added a separate transport.py file that contains a, newly implemented, grain-size dependent Bagnold equation. This change will be included in future versions of AeoLis.",,
50e87f26-8247-4c09-87c6-29d496bca795,unsat3d,UNSAT3D,,https://github.com/UNSAT3D/unsat,UNSAT3D/unsat
51247fea-11a0-497e-b658-bd47d9391618,tilbot,Tilbot,,https://github.com/tilbotio/tilbot-main,tilbotio/tilbot-main
5160aba3-06de-4b3b-b41e-87131ee960d7,yatiml,yatiml,"- Lets you describe a document format/object model by defining Python classes - Checks YAML input against your format/model - Applies transformations that make the YAML file easier to read and write - Constructs Python objects from YAML in your format - Saves Python objects to YAML in your format  YAML-based file formats can be very handy, as YAML is easy to write by humans, and parsing support for it is widely available. Just read your YAML file into a document structure (a tree of nested dicts and lists), and manipulate that in your code.  While this works fine for simple file formats, it does not scale very well to more complex file formats such as the Common Workflow Language (CWL) or the Multiscale Computing Language (yMCL). Manual error-checking is lots of work and error-prone, defaults are not set automatically (which is especially tricky if you have multiple nested optional objects), and the file format often ends up somewhat underspecified.  Furthermore, a small collection of nested dicts and lists may work fine, but for more complex file formats, this becomes unwieldy and a set of objects is a better choice. Although it is not often used this way, YAML is actually a fully fledged object-to-text serialisation protocol. The Python yaml and ruamel.yaml libraries will actually construct objects for you, but the class names need to be put in the YAML file for that to work, which makes those files harder to read and write for humans.  YAtiML is a helper library that helps address these issues. With YAtiML, you have easy-to-read YAML for the user, and easy-to-use objects for the programmer, with validation and automatic type recognition in between.",https://github.com/yatiml/yatiml,yatiml/yatiml
51dcb49e-39e4-43ac-978c-17cfbb453f68,4tu-script-companion-to-a-note-on-the-modelling-of-lubrication-forces-in-unresolved-simulations,Script companion to: A note on the modelling of lubrication forces in unresolved simulations,"Script companion to:  A note on the modelling of lubrication forces in unresolved simulations Tim M.J. Nijssen, Marcel Ottens, Johan T. Padding Powder Technology, 2022  contact: t.m.j.nijssen@tudelft.nl (Tim M.J. Nijssen) Tested with: MATLAB R2021b and GNU Octave 6.4.0 Delft University of Technology (NL), 09-03-2022",,
51f218f5-4c71-4c72-a926-97ecd1ad0202,mpet,MPET,,https://github.com/TRI-AMDD/mpet,TRI-AMDD/mpet
5265d94d-5369-4213-a6d4-21b37071ecdc,paradigma,paradigma,"| Badges | | |:----:|----| | **Packages and Releases** | [![Latest release](https://img.shields.io/github/release/biomarkersparkinson/paradigma.svg)](https://github.com/biomarkersparkinson/paradigma/releases/latest) [![PyPI](https://img.shields.io/pypi/v/paradigma.svg)](https://pypi.python.org/pypi/paradigma/)  [![Static Badge](https://img.shields.io/badge/RSD-paradigma-lib)](https://research-software-directory.org/software/paradigma) | | **DOI** | [![DOI](https://zenodo.org/badge/DOI/10.5281/zenodo.13838393.svg)](https://doi.org/10.5281/zenodo.13838393) | | **Build Status** | [![](https://img.shields.io/badge/python-3.10+-blue.svg)](https://www.python.org/downloads/) [![Build and test](https://github.com/biomarkersParkinson/paradigma/actions/workflows/build-and-test.yml/badge.svg)](https://github.com/biomarkersParkinson/paradigma/actions/workflows/build-and-test.yml) [![pages-build-deployment](https://github.com/biomarkersParkinson/paradigma/actions/workflows/pages/pages-build-deployment/badge.svg)](https://github.com/biomarkersParkinson/paradigma/actions/workflows/pages/pages-build-deployment) | | **License** |  [![GitHub license](https://img.shields.io/github/license/biomarkersParkinson/paradigma)](https://github.com/biomarkersparkinson/paradigma/blob/main/LICENSE) | <!-- | **Fairness** |  [![fair-software.eu](https://img.shields.io/badge/fair--software.eu-%E2%97%8F%20%20%E2%97%8F%20%20%E2%97%8F%20%20%E2%97%8F%20%20%E2%97%8F-green)](https://fair-software.eu) [![OpenSSF Best Practices](https://bestpractices.coreinfrastructure.org/projects/8083/badge)](https://www.bestpractices.dev/projects/8083) | -->   Paradigma is a Python package (see [documentation](https://biomarkersparkinson.github.io/paradigma/)) for processing wearable sensor data to identify digital biomarkers for Parkinson’s disease. It simplifies the analysis of gait and photoplethysmography (PPG) data using a unified Time Series Data Format (TSDF), helping researchers extract key PD biomarkers. Future updates will add tremor detection and more feature extraction tools.   ## Installation  The package is available in PyPi and requires [Python 3.10](https://www.python.org/downloads/) or higher. It can be installed using:  ```bash pip install paradigma ```",https://github.com/biomarkersParkinson/paradigma,biomarkersParkinson/paradigma
528c0634-9dc2-49ab-bb5b-26a373118cf0,tulipaclustering,TulipaClustering.jl,,https://github.com/TulipaEnergy/TulipaClustering.jl,TulipaEnergy/TulipaClustering.jl
534ad575-5167-490a-bf59-2fb277f03757,otree-waiting-room,oTree Waiting Room,,https://github.com/obeliss-nlesc/otree-waiting-room,obeliss-nlesc/otree-waiting-room
539109bf-8bf9-431e-a68e-b8beb174df35,4tu-bluesky-software-underlying-the-publication-distributed-conflict-resolution-at-high-traffic-densities-with-reinforcement-learning,Bluesky software: underlying the publication “Distributed Conflict Resolution at High Traffic Densities with Reinforcement Learning”,"Bluesky scenarios and code files used in the work ""Distributed Conflict Resolution at High Traffic Densities with Reinforcement Learning"". The scenario files can be used with the Bluesky simulator tool implementation found at https://github.com/TUDelft-CNS-ATM/bluesky.",,
53bff0a8-c803-4e39-ae0a-459cf7c4ce06,4tu-inductive-3d-printer-xy-calibration-gui,Inductive 3D printer XY calibration GUI,"This program can be used to calibration the x and y offset of a  multi-material 3D printer using LDC1101EVM evaluation module, to which a  coil is mounted with the axis perpendicular to the PCB.   The evaluation module should be placed on the bed and the printer and  the module should be connected using usb cables to your computer. Then  when running this program it will move each nozzle over the coil and  determine the offset between the nozzles. This works because the nozzle will cause a decrease in the inductance of the coil as is described in ""XY calibration of tool offsets in a multi-material fused deposition 3D printer""",,
53c3582d-2a80-4fff-86f1-29907349291b,4tu-code-to-test-the-implementation-of-linear-bi-level-parent-child-mpc, Code to test the implementation of linear Bi-level Parent-Child MPC,"Implementation, simulation, and testing the performance of Bi-level Parent-Child MPC while controlling a linear system. More details can be found in the referenced paper, which will be added after publication.",https://data.4tu.nl/v3/datasets/1f721cf5-1db9-4565-919b-8fa0f526f5bd.git,
53db015e-c5d7-437a-a66d-28ac716c0ecc,4tu-software-supporting-analysis-of-natural-variation-in-photosynthesis-in-a-panel-of-brassicaceae-species,Software supporting: Analysis of natural variation in photosynthesis in a panel of Brassicaceae species,"This software package contains all scripts employed to analyze data from an high- and low-throughput investigation of natural variation in photosynthetic light-use efficiency (LUE), and a number of traits potentially correlated to it, in a panel of ten Brassicaceae species. In this study, I performed an analysis of photosynthetic efficiency at high irradiance in ten species that reflect key evolutionary events within the Brassicaceae family: Arabidopsis thaliana, Brassica oleracea, Brassica nigra, Brassica rapa, Brassica tournefortii, Erucastrum littoreum, Hirschfeldia incana, Sinapis alba, Sisymbrium irio, and Zahora ait-atta. I made use of high-throughput phenotyping techniques to measure photosynthetic efficiency, and integrated these measurements with other image-based parameters, such as the Excess Green Index (ExGI) and the Normalized Difference Vegetation Index (NDVI), as well as a range of anatomical and biochemical characteristics that potentially influence photosynthetic efficiency. I then explored the resulting multivariate dataset using various statistical methods to identify trends across species and investigated if more species within the Brassicaceae family show high-photosynthetic LUE at high irradiance. Furthermore, I assessed the alignment of these trends with the evolutionary history of the Brassicaceae family. This study delivers a detailed description of inter-specific variation in photosynthetic parameters for the Brassicaceae family, completed by a selection of anatomical and biochemical characteristics that may play a role in supporting high photosynthetic LUE under high irradiance. The gained insights will be important in developing strategies to enhance the photosynthetic LUE at high irradiance of crop species.",https://data.4tu.nl/v3/datasets/38581506-079f-4470-a149-dc02a09d5b45.git,
53e283e7-ad54-4626-b7c5-d0de7fad3ac6,streetview-segmentation,Streetview Segmentation,"Streetview Segmentation script performs semantic segmentation on images, using models from Facebook's collection of Mask2Former models. Output consists of a CSV-file detailing, for each input image, the number of pixels in each semantic class in that image. Optionally, it can save a copy of each input image overlaid with the semantic segmentation. If the input images are 360° photo's, the script provides the possibility of tranforming them by projecting them onto a cube, resulting in six images per input image.  This script is specifically designed to run on a computer without a GPU. Some of the underlying libraries require the presence of CUDA-drivers to run, even if the actual device is absent. As it can be problematic to install such drivers on a computer without an actual GPU, the program is packaged as Docker-container, based on an official NVIDIA-image, which comes with pre-installed drivers. Building and running the container requires the presence of Docker engine. Note that the container is based on a Linux image (Ubuntu 18.04); running it on a Windows computer may require extra configuration.",https://github.com/UtrechtUniversity/streetview-segmentation,UtrechtUniversity/streetview-segmentation
54113ae7-6ecc-430f-aa9f-1886f376ba36,4tu-dales-v4-2-modified-for-ammonia-plume-dispersion-and-blending-distance-estimations,DALES v4.2 modified for ammonia plume dispersion and blending-distance estimations,"A modified version of the DALES model version 4.2 for the purpose of studying ammonia plume dispersion in a polluted atmosphere. With the data in this repository, the fine-scale simulation framework can be applied to individual locations to study the representativity of (potential new) measurement sites under the local conditions, using the concept of blending-distance.     This repository contains the modified DALES code, instruction, MATLAB processing scripts and example input files of the reference experiment are added to the repository. The modifications with respect to DALES v4.2 are described in the publication.",,
54209972-aa10-4bc6-b11d-55031a24f593,4tu-rooster-ros-package-for-robot-fleet-management,ROOSTER: ROS package for robot fleet management,"Robot Optimization, Scheduling, Task Execution and Routing (Ro.O.S.T.E.R.) is a ROS (Robot Operating System) based open source project to develop a heterogeneous fleet management solution with task allocation, scheduling and autonomous navigation capabilities.  This software has been developed as part of the work at the 'Center of Design for Advanced Manufacturing' lab of TU Delft on the 'Collaborating and coupled AGV swarms with extended environment recognition' project funded by EIT Manufacturing.  Detailed documentation including architectural overview, installation instructions, license information and source code API documentation can be found here.",,
54353825-1d58-4289-b7fe-54e82dce8307,4tu-swinging-kite,swinging-kite,"This Python code is published as part of the scientific paper Swinging Motion of a Kite with Suspended Control Unit Flying Turning Manoeuvres published in the Wind Energy Science journal. Along with the code, the flight data for the specific pumping cycles used in this study are included.    The paper assesses the accuracy of a two-point kite model in resolving this swinging motion using two different approaches: approximating the motion as a transition through steady-rotation states and solving the motion dynamically. The kite is modelled with two rigidly linked point masses representing the control unit and wing, which conveniently extend a discretised tether model. The tether-kite motion is solved by prescribing the trajectory of the wing point mass to replicate a figure-of-eight manoeuvre from the flight data of an existing prototype. The computed pitch and roll of the kite are compared against the attitude measurements of two sensors mounted to the wing.",https://data.4tu.nl/v3/datasets/5bdc36c2-6e55-483b-9b1f-ac523b544ca5.git,
54b2652b-1341-4efc-b63f-39be897bffbe,rucio-deployment-for-km3net,Rucio deployment for KM3NeT,"[Rucio](https://rucio.cern.ch/) is a scientific data management solution. It is most useful for research groups that have a lot of data in large-ish files and want to process that at multiple High Performance Computing sites. It provides a REST API as well as a Python and command line client. To run a Rucio server and associated services, Rucio can be deployed on a Kubernetes cluster. This repository is used for the [KM3NeT](https://www.km3net.org/) deployment and can be used as an example by others interested in running their own Rucio service.",https://git.km3net.de/rucio/rucio-deployment,
54f57a08-ee4a-4b09-8b35-6f317ba3c9c0,4tu-det2d-read,det2d-read,"About 200 coronary angiogram procedures were recorded from a distance in the Reinier de Graaf hospital, Delft, NL.  Human pose data were extracted from these videos and saved.  As the dataset is large, a tool was needed to read the pose data for usage.  This Python package reads poses from .det2d.json files, and converts between detection and tracklet formats.  For large datasets, it offers functions to read pose data one file at a time such that the entire dataset need not be loaded into memory.  It uses multiprocessing to buffer poses in memory for faster access.",https://data.4tu.nl/v3/datasets/2e7f333d-f828-4c78-a47d-26ae7d162e08.git,
5503cab5-2a7f-430e-a004-ffff66f788ea,4tu-chi2025-plan-then-execute-llmagent,CHI2025_Plan-then-Execute_LLMAgent,"This repo contains all code, data, and user interfaces associated with paper ""Plan-Then-Execute: An Empirical Study of User Trust and Team Performance When Using LLM Agents As A Daily Assistant."" In our study, we analyzed different extents of user involvement in the planning and execution stages of LLM agents. Our data is evaluated based on action sequences. We also recorded how users interact with LLM agents and provided an interface built upon Flask.",https://data.4tu.nl/v3/datasets/5ff47fde-d960-4caf-806f-214d9e491276.git,
552e49b0-603f-43e5-a7b0-0dd86705e6a8,zeeschuimer,Zeeschuimer,"# 🏴‍☠️ Zeeschuimer  [![DOI: 10.5281/zenodo.4742622](https://zenodo.org/badge/DOI/10.5281/zenodo.6826877.svg)](https://doi.org/10.5281/zenodo.6826877) [![License: MPL 2.0](https://img.shields.io/badge/license-MPL--2.0-informational)](https://github.com/digitalmethodsinitiative/4cat/blob/master/LICENSE)  <p align=""center""><img alt=""A screenshot of Zeeschuimer's status window"" src=""images/example_screenshot.png""></p>  Zeeschuimer is a browser extension that monitors internet traffic while you are browsing a social media site, and  collects data about the items you see in a platform's web interface for later systematic analysis. Its target audience is researchers who wish to systematically study content on social media platforms that resist conventional scraping or  API-based data collection.  You can, for example, browse TikTok and later export a list of all posts you saw in the order you saw them in. Data can  be exported as a JSON file or exported to a [4CAT](https://github.com/digitalmethodsinitiative/4cat) instance for  analysis and storage. Zeeschuimer is primarily intended as a companion to 4CAT, but you can also integrate its output into your own analysis pipeline.  Currently, it supports the following platforms: * [TikTok](https://www.tiktok.com) (posts and comments) * [Instagram](https://www.instagram.com) (posts only) * [X/Twitter](https://www.x.com) * [LinkedIn](https://www.linkedin.com) * [9gag](https://9gag.com) * [Imgur](https://imgur.com) * [Douyin](https://douyin.com) * [Gab](https://gab.com)  Platform support requires regular maintenance to keep up with changes to the platforms. If something does not work, we welcome issues and pull requests. See 'Limitations' below for some known limitations to data capture.  The extension does not interfere with your normal browsing and never uploads data automatically, only when you explicitly ask it to do so. It uses the [WebRequest](https://developer.mozilla.org/en-US/docs/Mozilla/Add-ons/WebExtensions/API/webRequest) browser API to locally collect and parse the data search engines are sending to your browser as you use it.  ## Installation Zeeschuimer is in active development. .xpi files that you can use to install it in your browser are available on the  [releases](https://github.com/digitalmethodsinitiative/zeeschuimer/releases) page. These are signed and can be installed  in any Firefox-based browser. If you want to run the latest development version instead, you can [do so from the Firefox debugging console](https://www.youtube.com/watch?v=J7el77F1ckg) after cloning the repository locally.  ## How to use A [guide to using Zeeschuimer and 4CAT](https://tinyurl.com/nmrw-zeeschuimer-tiktok) is available. Basic instructions  are as follows:   Install the browser extension in a Firefox browser. A button with the Zeeschuimer logo (a 'Z') will appear in the  browser toolbar. Click it to open the Zeeschuimer interface. Enable capturing for the sites you want to capture from.  Next, simply browse a supported platform's site. You will see the amount of items detected per platform increase as you  browse. When you have the items you need, you can export the data as an [ndjson](https://ndjson.org) file, or upload it to a 4CAT instance where a 4CAT dataset will be created from the uploaded items. You can then run 4CAT's analytical  processors on the data.  To upload to 4CAT, copy the URL of the website of the 4CAT instance to the ""4CAT instance"" field at the top of  Zeeschuimer's interface. You can then use the ""to 4CAT"" button to create a new 4CAT dataset from the captured data.  After uploading, Zeeschuimer will show you a link and the ten most recently uploaded datasets are shown at the bottom of the interface.  Don't forget to reset the data as needed. For example, if you want to create a dataset for a given TikTok hashtag, first reset the TikTok data in Zeeschuimer, _then_ go to the hashtag's ""Explore"" page on TikTok, and then upload the dataset when you've scrolled down enough to be satisfied with the amount of items.  If you find yourself scrolling a lot to collect data, consider using another browser extension to do it for you, for  example [FoxScroller](https://addons.mozilla.org/en-US/firefox/addon/foxscroller/).  ## Limitations  Due to the technical limitations, it may not be possible to collect all items from all 'views' for each supported  platform. The following limitations are known:  * *Instagram* items that cannot be captured:   * Stories   * Posts from the 'Tagged' and 'Reels' tabs on a profile page   * Posts from the 'Saved' overview of bookmarked posts   * Posts from the 'For You' feed on the 'Explore' page (the 'Not personalized' feed _does_ work)   * 'Suggested for you' and 'Sponsored' posts on the front page feed * *TikTok* items that cannot be captured:   * Live streams  Note that these are *known* limitations; data capture may break or change based on platform changes. Always  cross-reference captured data with what you are seeing in your browser.  ## Credits & license Zeeschuimer was developed by Stijn Peeters for the [Digital Methods Initiative](https://digitalmethods.net) and is  licensed under the Mozilla Public License, 2.0. Refer to the LICENSE file for more information.  Graphics based on [an image generated by Dall-E](https://labs.openai.com/s/oWvGAHC0pxwWV3bNLfENu7AV), for the prompt  'detail of a 1914 metaphysical painting by giorgio de chirico depicting a buccaneer pensively looking out over the open  sea'. Interface icons by [Font Awesome](https://fontawesome.com/license/free).  [Open Sans](https://fonts.google.com/specimen/Open+Sans) and [Lobster](https://fonts.google.com/specimen/Lobster) fonts  from Google Fonts.  Development is supported by the Dutch [PDI-SSH](https://pdi-ssh.nl/en/) foundation through the [CAT4SMR  project](https://cat4smr.humanities.uva.nl/).",https://github.com/digitalmethodsinitiative/zeeschuimer,digitalmethodsinitiative/zeeschuimer
553d5466-edbe-4a69-a885-051c0889cd90,nplinker-webapp,NPLinker Web Application,,https://github.com/NPLinker/nplinker-webapp,NPLinker/nplinker-webapp
5545c589-03db-4292-a82b-e3bb5ce5b3bc,siga-py,SIGA.py,* An easy-to-use command-line tool for bioinformaticians * Transforms genome annotations in GFF files into RDF graphs using a config file * Supports different GFF versions and RDF serializations (formats) * Used in combination with RDF stores or Linked Data platforms,https://github.com/candYgene/siga,candYgene/siga
555179ce-615a-4618-8125-956d5b03fc37,4tu-application-of-sddtmpc-to-control-a-unicycle,Application of SDDTMPC to control a unicycle,"The code of this repository is used to implement and test a new algorithm called SDD-TMPC. It is a control algorithm that sacrifices a bit of optimality (much less than tube MPC) but returns robust solutions. In this repository, SDD-TMPC was used to control a unicycle. The results were compared to other controller from literature.",https://data.4tu.nl/v3/datasets/049b582f-0ed5-404f-ab57-e3bc933a28e9.git,
559d946a-95a0-491f-be71-dade48909515,4tu-code-and-secondary-data-of-analysis-on-pesticide-transport-during-rainfall-runoff-events,Code and secondary data of analysis on pesticide transport during rainfall runoff events,"This repository contains the code and secondary data used for analysis and calculations on runoff, erosion and pesticide transport in particulate and dissolved phase. The analysis is done on an observational dataset in which rainfall-runoff events where monitored in a small agricultural catchment in Limburg, The Netherlands.",,
